FILENAME|OBS_ID|PROGRAM|OBS_NUM|VISIT|VISIT_ID|VISITGRP|VISITYPE|SEQ_ID|ACT_ID|EXPOSURE|EXP_TYPE|NEXPOSUR|EXPCOUNT|INSTRUME|DETECTOR|CHANNEL|TARGETID|TARGPROP|TARGNAME|TARGTYPE|TEMPLATE|PNTGTYPE|PNTG_SEQ|TARGORDN|EXPSPCIN|DITHPTIN|MOSTILNO|MODULE|FILTER|PUPIL|DITHERID|PATTTYPE|PATTSTRT|NUMDTHPT|PATTSIZE|SUBPXPTS|PATT_NUM|SUBPIXEL|APERNAME|SDP_VER|SUBARRAY|GRATING|FXD_SLIT|BAND|GWA_XTIL|GWA_YTIL|ASN_CANDIDATE|EXPOSERR|IS_PSF|IS_IMPRT|BKGDTARG|TSOVISIT|MSASTATE|MSAMETFL|OPMODE|LAMP|SPEC_NUM|SPAT_NUM|DMS_NOTE|EXSEGTOT|NINTS|NGROUPS
jw01328008001_03101_00001_mirifulong_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|1|MIR_MRS|12|2|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|1|1|1|1|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03101_00001_mirifushort_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|1|MIR_MRS|12|2|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|1|1|1|1|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03101_00001_mirimage_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|1|MIR_IMAGE|12|2|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|1|1|1|1|1|NULL|F1500W|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03101_00002_mirifulong_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|2|MIR_MRS|12|2|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|2|1|1|2|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|2|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03101_00002_mirifushort_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|2|MIR_MRS|12|2|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|2|1|1|2|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|2|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03101_00002_mirimage_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|2|MIR_IMAGE|12|2|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|2|1|1|2|1|NULL|F1500W|NULL|1|4-POINT|NULL|4|NULL|NULL|2|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03101_00003_mirifulong_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|3|MIR_MRS|12|2|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|3|1|1|3|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|3|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03101_00003_mirifushort_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|3|MIR_MRS|12|2|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|3|1|1|3|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|3|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03101_00003_mirimage_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|3|MIR_IMAGE|12|2|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|3|1|1|3|1|NULL|F1500W|NULL|1|4-POINT|NULL|4|NULL|NULL|3|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03101_00004_mirifulong_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|4|MIR_MRS|12|2|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|4|1|1|4|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|4|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03101_00004_mirifushort_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|4|MIR_MRS|12|2|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|4|1|1|4|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|4|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03101_00004_mirimage_uncal.fits|V01328008001P0000000003101|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|01|4|MIR_IMAGE|12|2|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|4|1|1|4|1|NULL|F1500W|NULL|1|4-POINT|NULL|4|NULL|NULL|4|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03103_00001_mirifulong_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|1|MIR_MRS|12|6|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|5|1|2|1|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|MEDIUM|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03103_00001_mirifushort_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|1|MIR_MRS|12|6|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|5|1|2|1|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|MEDIUM|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03103_00001_mirimage_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|1|MIR_IMAGE|12|6|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|5|1|2|1|1|NULL|F770W|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03103_00002_mirifulong_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|2|MIR_MRS|12|6|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|6|1|2|2|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|2|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|MEDIUM|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03103_00002_mirifushort_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|2|MIR_MRS|12|6|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|6|1|2|2|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|2|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|MEDIUM|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03103_00002_mirimage_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|2|MIR_IMAGE|12|6|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|6|1|2|2|1|NULL|F770W|NULL|1|4-POINT|NULL|4|NULL|NULL|2|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03103_00003_mirifulong_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|3|MIR_MRS|12|6|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|7|1|2|3|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|3|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|MEDIUM|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03103_00003_mirifushort_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|3|MIR_MRS|12|6|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|7|1|2|3|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|3|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|MEDIUM|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03103_00003_mirimage_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|3|MIR_IMAGE|12|6|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|7|1|2|3|1|NULL|F770W|NULL|1|4-POINT|NULL|4|NULL|NULL|3|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03103_00004_mirifulong_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|4|MIR_MRS|12|6|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|8|1|2|4|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|4|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|MEDIUM|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03103_00004_mirifushort_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|4|MIR_MRS|12|6|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|8|1|2|4|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|4|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|MEDIUM|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03103_00004_mirimage_uncal.fits|V01328008001P0000000003103|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|03|4|MIR_IMAGE|12|6|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|8|1|2|4|1|NULL|F770W|NULL|1|4-POINT|NULL|4|NULL|NULL|4|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03105_00001_mirifulong_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|1|MIR_MRS|12|10|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|9|1|3|1|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|SHORT|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03105_00001_mirifushort_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|1|MIR_MRS|12|10|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|9|1|3|1|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|SHORT|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03105_00001_mirimage_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|1|MIR_IMAGE|12|10|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|9|1|3|1|1|NULL|F560W|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03105_00002_mirifulong_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|2|MIR_MRS|12|10|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|10|1|3|2|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|2|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|SHORT|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03105_00002_mirifushort_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|2|MIR_MRS|12|10|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|10|1|3|2|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|2|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|SHORT|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03105_00002_mirimage_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|2|MIR_IMAGE|12|10|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|10|1|3|2|1|NULL|F560W|NULL|1|4-POINT|NULL|4|NULL|NULL|2|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03105_00003_mirifulong_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|3|MIR_MRS|12|10|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|11|1|3|3|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|3|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|SHORT|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03105_00003_mirifushort_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|3|MIR_MRS|12|10|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|11|1|3|3|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|3|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|SHORT|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03105_00003_mirimage_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|3|MIR_IMAGE|12|10|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|11|1|3|3|1|NULL|F560W|NULL|1|4-POINT|NULL|4|NULL|NULL|3|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328008001_03105_00004_mirifulong_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|4|MIR_MRS|12|10|MIRI|MIRIFULONG|34|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|12|1|3|4|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|4|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|SHORT|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03105_00004_mirifushort_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|4|MIR_MRS|12|10|MIRI|MIRIFUSHORT|12|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|12|1|3|4|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|4|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|SHORT|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328008001_03105_00004_mirimage_uncal.fits|V01328008001P0000000003105|1328|8|1|01328008001|3|PRIME_TARGETED_FIXED|1|05|4|MIR_IMAGE|12|10|MIRI|MIRIMAGE|NULL|17|NGC3256-NUC1-MRS|NGC3256_nuc1|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|12|1|3|4|1|NULL|F560W|NULL|1|4-POINT|NULL|4|NULL|NULL|4|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o008', 'OBSERVATION'), ('c1004', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
jw01328009001_02101_00001_mirifulong_uncal.fits|V01328009001P0000000002101|1328|9|1|01328009001|2|PRIME_TARGETED_FIXED|1|01|1|MIR_MRS|12|1|MIRI|MIRIFULONG|34|18|NGC3256-NUC2-MRS|NGC3256_nuc2|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|1|1|1|1|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o009', 'OBSERVATION'), ('c1005', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328009001_02101_00001_mirifushort_uncal.fits|V01328009001P0000000002101|1328|9|1|01328009001|2|PRIME_TARGETED_FIXED|1|01|1|MIR_MRS|12|1|MIRI|MIRIFUSHORT|12|18|NGC3256-NUC2-MRS|NGC3256_nuc2|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|1|1|1|1|1|NULL|NULL|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIFU_CHANNEL1A|2025_2|FULL|NULL|NULL|LONG|NULL|NULL|[('o009', 'OBSERVATION'), ('c1005', 'BACKGROUND')]|NULL|NULL|NULL|F|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|1|40
jw01328009001_02101_00001_mirimage_uncal.fits|V01328009001P0000000002101|1328|9|1|01328009001|2|PRIME_TARGETED_FIXED|1|01|1|MIR_IMAGE|12|1|MIRI|MIRIMAGE|NULL|18|NGC3256-NUC2-MRS|NGC3256_nuc2|FIXED|MIRI Medium Resolution Spectroscopy|SCIENCE|1|1|1|1|1|NULL|F1500W|NULL|1|4-POINT|NULL|4|NULL|NULL|1|NULL|MIRIM_FULL|2025_2|FULL|NULL|NULL|NULL|NULL|NULL|[('o009', 'OBSERVATION'), ('c1005', 'BACKGROUND')]|NULL|NULL|NULL|T|F|NULL|NULL|NULL|OFF|NULL|NULL|NULL|NULL|5|7
